company,Date,ROE(%),EPS
4402,2016,13.09,0.42
4402,2015,-87,-4.49
4402,2014,-35.69,-2.85
4402,2013,-33.69,-1.98
4402,2012,-28.76,-2.04
4402,2011,-36.05,-3.55
4402,2010,26.05,2.38
4402,2009,-27.13,-2.58
4402,2008,-43.89,-3.15
4402,2007,-13.05,-1.22
4402,2006,1.64,0.2
4402,2005,-8.46,-0.9
4402,2004,13.3,1.3
4402,2003,-11.25,-1.1
4402,2002,-13.39,-1.4
4402,2001,-12.67,-1.53
4402,2000,-0.2,-0.02
4406,2016,1.65,0.18
4406,2015,0.22,0.02
4406,2014,-2.98,-0.33
4406,2013,-3.8,-0.43
4406,2012,-2.85,-0.35
4406,2011,4.7,0.57
4406,2010,2.59,0.3
4406,2009,3,0.33
4406,2008,-2,-0.22
4406,2007,6.47,0.7
4406,2006,8.12,0.82
4406,2005,-4.27,-0.42
4406,2004,-3.49,-0.35
4406,2003,-7.76,-0.83
4406,2002,-2.86,-0.32
4406,2001,0.54,0.06
4406,2000,-2.03,-0.24
4413,2016,-22.65,-0.4
4413,2015,20.14,0.36
4413,2014,-38.41,-0.23
4413,2013,-109.18,-0.47
4413,2012,-124.84,-0.67
4413,2011,-74.58,-0.26
4413,2010,142.09,0.39
4413,2009,-47.74,-0.03
4413,2008,-203.28,-0.61
4413,2007,-60.02,-0.47
4413,2006,-46.19,-0.49
4413,2005,-201.4,-10.21
4413,2004,-6.01,-0.38
4413,2003,-19.39,-1.42
4413,2002,-18.43,-1.76
4413,2001,-15.05,-1.44
4413,2000,4.56,0.55
4414,2016,-23.56,-1.94
4414,2015,-35.59,-3.61
4414,2014,2.18,0.29
4414,2013,11.14,1.32
4414,2012,7.91,0.9
4414,2011,15.12,1.6
4414,2010,1.13,0.1
4414,2009,-47.05,-2.41
4414,2008,-63.07,-4.69
4414,2007,-6.1,-0.62
4414,2006,-3.9,-0.42
4414,2005,0.65,0.11
4414,2004,7.17,0.9
4414,2003,6.88,1
4414,2002,6.94,1.02
4414,2001,5.8,0.96
4414,2000,1.63,0.24
4415,2016,-199.48,-0.63
4415,2015,-297.6,-0.93
4415,2014,-354.44,-2.45
4415,2013,-62.09,-1.55
4415,2012,-55.2,-2.46
4415,2011,-59.25,-4.79
4415,2010,3.41,0.35
4415,2009,89.5,6.36
4415,2008,-79.35,-5.09
4415,2007,-101.52,-3.73
4415,2006,-23.98,-1.69
4415,2005,-44.73,-4.05
4415,2004,-42.47,-3.57
4415,2003,-17.15,-1.7
4415,2002,-8.68,-0.98
4415,2001,-5.42,-0.65
4415,2000,4.02,0.5
4416,2016,-1.67,-0.94
4416,2015,24.27,16.29
4416,2014,17.75,8.75
4416,2013,2.86,1.16
4416,2012,55.19,21.16
4416,2011,26.03,7.28
4416,2010,13.81,3.58
4416,2009,15.83,3.94
4416,2008,8.58,2.08
4416,2007,17.55,3.66
4416,2006,15.93,2.04
4416,2005,10.3,1.01
4416,2004,-12.72,-1.24
4416,2003,3.41,0.35
4416,2002,-2.78,-0.27
4416,2001,-10.88,-1.1
4416,2000,-8.48,-0.95
4417,2016,19.29,4.74
4417,2015,14.83,3.44
4417,2014,11.08,2.43
4417,2013,9.54,1.8
4417,2012,23.91,4.71
4417,2011,9.25,1.63
4417,2010,14.12,2.35
4417,2009,6.51,1.08
4417,2008,4.58,0.63
4417,2007,7.87,1.09
4417,2006,10.37,1.53
4417,2005,7.34,0.91
4417,2004,8.77,1.13
4417,2003,5.89,0.71
4417,2002,5.39,0.71
4417,2001,5,0.65
4417,2000,9.11,1.1
4419,2016,-57.7,-1.33
4419,2015,-74.98,-3.37
4419,2014,-33.26,-1.47
4419,2013,-36.43,-2.29
4419,2012,-6.4,-0.47
4419,2011,1.93,0.14
4419,2010,6.88,0.49
4419,2009,-35.7,-2.93
4419,2008,-38.38,-4.6
4419,2007,-6.12,-0.69
4419,2006,-9.81,-0.8
4419,2005,-16.75,-1.56
4419,2004,0.3,0.03
4419,2003,-15.24,-1.66
4419,2002,1.35,0.16
4419,2001,-3.82,-0.46
4419,2000,10.02,1.31
4420,2016,3.3,0.63
4420,2015,19.17,3.33
4420,2014,6.32,1.03
4420,2013,0.39,0.07
4420,2012,3.87,0.69
4420,2011,8.48,1.56
4420,2010,12.41,2.22
4420,2009,5.92,1.03
4420,2008,7.09,1.25
4420,2007,11.12,1.97
4420,2006,11.19,1.97
4420,2005,9.07,1.58
4420,2004,11.22,1.93
4420,2003,9.28,1.6
4420,2002,13.08,2.25
4420,2001,8.11,1.38
4420,2000,11.06,1.87
4426,2016,30.41,6.26
4426,2015,35.27,6.65
4426,2014,20.38,3.51
4426,2013,17.54,2.82
4426,2012,15.16,2.28
4426,2011,6.54,0.93
4426,2010,15.8,2.2
4426,2009,8.99,1.17
4426,2008,9.42,1.18
4426,2007,4.76,0.57
4426,2006,3.77,0.48
4426,2005,7.57,0.99
4426,2004,17.29,2.24
4426,2003,28.94,4.28
4426,2002,29.02,4.19
4426,2001,,5.84
4429,2016,0.8,0.24
4429,2015,1.43,0.44
4429,2014,1.94,0.59
4429,2013,2.93,0.89
4429,2012,3.61,1.12
4429,2011,13.26,4.38
4429,2010,16.29,4.4
4429,2009,12.13,3.17
4429,2008,16.96,4.14
4429,2007,27.5,5.9
4429,2006,33.07,4.25
4429,2005,27.82,3.58
4429,2004,,8.31
4430,2016,4.45,1.52
4430,2015,6.54,2.25
4430,2014,7.01,2.32
4430,2013,7.64,2.38
4430,2012,8.04,2.47
4430,2011,6.93,1.91
4430,2010,7.99,2.03
4430,2009,17.93,4.79
4430,2008,18.62,5.04
4430,2007,18.77,4.14
4430,2006,15.17,2.74
4430,2005,8.09,1.22
4430,2004,,0.36
4432,2016,10.46,3
4432,2015,17.8,5.14
4432,2014,19.63,5.54
4432,2013,18.32,5.09
4432,2012,21.34,4.89
4432,2011,22.58,4.22
4432,2010,13.55,2.24
4432,2009,7.57,1.13
4432,2008,9.16,1.29
4432,2007,8.5,1.1
4432,2006,,2
4433,2016,4.19,1.08
4433,2015,10.25,2.32
4433,2014,5.97,1.3
4433,2013,16.85,2.59
4433,2012,16.67,2.42
4433,2011,16.51,2.51
4433,2010,-9.24,-1.36
4433,2009,,1.27
4438,2016,12.38,7.41
4438,2015,21.16,10.21
4438,2014,26.34,12.2
4438,2013,28.64,9.97
4438,2012,,11.26
4502,2016,5.69,0.76
4502,2015,1.16,0.25
4502,2014,-32.45,-1.23
4502,2013,-35.79,-2.42
4502,2012,-16.74,-1.6
4502,2011,2.26,0.33
4502,2010,51.48,6.12
4502,2009,-56.78,-3.88
4502,2008,-54.92,-6.34
4502,2007,-20.11,-2.26
4502,2006,-28.17,-3.35
4502,2005,-11.27,-1.4
4502,2004,1.31,0.2
4502,2003,4.56,0.66
4502,2002,4.29,0.62
4502,2001,0.17,0.04
4502,2000,5.5,0.77
4503,2016,5.32,0.43
4503,2015,-1.22,-0.07
4503,2014,-11.07,-0.62
4503,2013,-10.23,-0.64
4503,2012,-0.88,-0.06
4503,2011,4.13,0.28
4503,2010,-9.59,-0.68
4503,2009,-4.22,-0.32
4503,2008,-29.25,-1.58
4503,2007,-28.38,-1.75
4503,2006,-25.97,-2.09
4503,2005,0.41,0.04
4503,2004,-2.3,-0.2
4503,2003,-21.82,-1.99
4503,2002,-20.66,-2.34
4503,2001,-9.86,-1.12
4503,2000,-5.84,-0.69
4506,2016,17.4,3.17
4506,2015,14.45,2.47
4506,2014,10.85,1.82
4506,2013,9.51,1.58
4506,2012,9.18,1.5
4506,2011,7.39,1.22
4506,2010,6.46,1.05
4506,2009,3.33,0.55
4506,2008,1.59,0.31
4506,2007,5.43,0.81
4506,2006,4.44,0.66
4506,2005,4.55,0.66
4506,2004,1.42,0.21
4506,2003,4.31,0.63
4506,2002,2.07,0.31
4506,2001,8.14,1.23
4506,2000,7.52,1.09
4510,2016,3.41,0.69
4510,2015,6.04,1.12
4510,2014,10.46,1.76
4510,2013,10.62,1.5
4510,2012,1.67,0.22
4510,2011,5.94,0.77
4510,2010,8.89,1.08
4510,2009,-3.1,-0.37
4510,2008,-2.49,-0.33
4510,2007,2.32,0.32
4510,2006,2.45,0.33
4510,2005,-9.62,-1.48
4510,2004,4.29,0.72
4510,2003,7.69,1.37
4510,2002,5.08,0.89
4510,2001,3.5,0.59
4510,2000,2.51,0.46
4513,2016,-7.05,-0.92
4513,2015,12.48,1.63
4513,2014,5.38,0.34
4513,2013,-2.47,-0.6
4513,2012,5.55,0.32
4513,2011,14.77,1.28
4513,2010,-4.74,-0.64
4513,2009,-18.96,-2.2
4513,2008,3.81,0.57
4513,2007,19.91,2.57
4513,2006,17.47,2.09
4513,2005,6.4,0.61
4513,2004,4.44,0.48
4513,2003,2.42,0.25
4513,2002,-25.92,-3.24
4513,2001,2.46,0.33
4513,2000,-14.96,-2.1
4523,2016,0.02,0.01
4523,2015,-0.07,-0.02
4523,2014,1.78,0.55
4523,2013,2.15,0.63
4523,2012,1.09,0.32
4523,2011,9.27,2.79
4523,2010,9.54,2.34
4523,2009,4.95,1.18
4523,2008,-7.01,-1.42
4523,2007,-0.29,0.22
4523,2006,-1.3,1.1
4523,2005,13.71,3.58
4523,2004,16.83,3.69
4523,2003,18.51,3.69
4523,2002,10.52,1.88
4523,2001,5.7,0.99
4523,2000,6.63,1.15
4526,2016,1.05,0.23
4526,2015,5.06,1.06
4526,2014,11.59,2.51
4526,2013,6.99,1.23
4526,2012,5.83,0.98
4526,2011,11.39,2.6
4526,2010,14,2.95
4526,2009,3.18,0.54
4526,2008,13,2.65
4526,2007,15.68,3.68
4526,2006,27.06,5.74
4526,2005,24.66,4.67
4526,2004,28.54,4.92
4526,2003,25.13,4.43
4526,2002,13.84,2.34
4526,2001,18.5,3.03
4526,2000,19.01,3.03
4527,2016,17.06,3.01
4527,2015,14.16,2.43
4527,2014,14,2.34
4527,2013,15.02,2.15
4527,2012,14.23,2.11
4527,2011,12.57,1.58
4527,2010,4.26,0.51
4527,2009,0.87,0.18
4527,2008,7.04,1.06
4527,2007,7.45,0.99
4527,2006,12.87,1.7
4527,2005,11.53,1.53
4527,2004,12.68,1.65
4527,2003,18.1,2.15
4527,2002,8.64,0.79
4527,2001,3.87,0.46
4527,2000,7.61,0.84
4528,2016,14.07,3.08
4528,2015,16.91,3.56
4528,2014,15.44,2.9
4528,2013,13.3,2.3
4528,2012,11.75,1.95
4528,2011,14.03,2.26
4528,2010,11.4,1.72
4528,2009,3.89,0.57
4528,2008,10.18,1.53
4528,2007,10.56,1.63
4528,2006,7.26,1.12
4528,2005,7.64,1.28
4528,2004,14.42,2.63
4528,2003,8.88,1.55
4528,2002,2.88,0.5
4528,2001,0.37,0.04
4528,2000,6.48,1.01
4529,2016,-22.16,-3.22
4529,2015,-8.41,-2.23
4529,2014,-14.09,-1.74
4529,2013,11.69,1.47
4529,2012,-5.69,-0.66
4529,2011,-8.11,-1.06
4529,2010,-10.21,-0.96
4529,2009,-7.35,-0.81
4529,2008,-13.32,-1.63
4529,2007,5,0.64
4529,2006,0.61,0.08
4529,2005,-1.13,-0.15
4529,2004,9.92,1.34
4529,2003,8.46,1.11
4529,2002,8.22,1.05
4529,2001,1.92,0.24
4529,2000,8.54,1.11
4530,2016,58.3,3.17
4530,2015,-31.39,-1.85
4530,2014,-22.51,-1.68
4530,2013,-33.4,-3.39
4530,2012,-38.02,-1.96
4530,2011,-4.45,-0.21
4530,2010,-36.4,-2.47
4530,2009,-16.84,-1.82
4530,2008,-8.71,-1.36
4530,2007,1.56,0.16
4530,2006,4.9,0.49
4530,2005,-18.03,-1.78
4530,2004,-46.5,-7.03
4530,2003,1.52,0.28
4530,2002,7.01,1.91
4530,2001,10.6,1.62
4530,2000,7.64,1.04
4532,2016,14.35,2.8
4532,2015,9.08,1.86
4532,2014,12.57,2.3
4532,2013,12.58,2.02
4532,2012,14.74,2.21
4532,2011,14.63,2.03
4532,2010,10.02,1.2
4532,2009,-5.54,-0.64
4532,2008,-3.61,-0.49
4532,2007,8.09,1.08
4532,2006,4.53,0.64
4532,2005,13.21,2.32
4532,2004,21.94,2.8
4532,2003,7.92,1.15
4532,2002,5.94,1.14
4532,2001,12.08,1.57
4532,2000,15.91,1.9
4533,2016,6.37,1.06
4533,2015,3.25,0.57
4533,2014,7.65,1.27
4533,2013,9.28,1.4
4533,2012,5.84,0.86
4533,2011,8.73,1.24
4533,2010,6.05,0.84
4533,2009,-8.91,-1.41
4533,2008,6.82,1.15
4533,2007,18.79,3.11
4533,2006,15.33,2.29
4533,2005,15.17,1.96
4533,2004,12.11,1.41
4533,2003,6.18,0.71
4533,2002,10.65,1.29
4533,2001,5.81,0.71
4533,2000,7.92,1
4534,2016,15.64,1.94
4534,2015,4.83,0.59
4534,2014,8.6,0.98
4534,2013,9.88,1.06
4534,2012,-8.29,-0.84
4534,2011,-5.44,-0.59
4534,2010,10.77,1.18
4534,2009,0.58,0.06
4534,2008,-19.61,-1.31
4534,2007,-20.94,-1.84
4534,2006,-11.59,-1.24
4534,2005,-4.59,-0.58
4534,2004,16.52,2.23
4534,2003,14.53,2.17
4534,2002,16.92,2.03
4534,2001,12.94,1.54
4534,2000,26.93,3.46
4535,2016,11.53,3.28
4535,2015,11.16,3.32
4535,2014,10.16,2.97
4535,2013,10.02,2.91
4535,2012,10.16,2.79
4535,2011,15.8,4.51
4535,2010,13.66,3.52
4535,2009,11.47,2.8
4535,2008,16.45,4.18
4535,2007,21.43,4.75
4535,2006,17.91,3.86
4535,2005,22.98,4.59
4535,2004,30.64,6.07
4535,2003,31.58,6.21
4535,2002,22.43,4.02
4535,2001,9.9,2.08
4535,2000,20.49,3.85
4536,2016,16.24,8.58
4536,2015,11.74,6.73
4536,2014,12.61,6.07
4536,2013,15.57,6.31
4536,2012,14.94,5.51
4536,2011,19.37,6.18
4536,2010,20.25,5.7
4536,2009,0.95,0.28
4536,2008,8.62,4.07
4536,2007,19.64,7.78
4536,2006,,4.14
4541,2016,-1.41,-0.35
4541,2015,4.34,1.05
4541,2014,8.9,2.02
4541,2013,11.13,2.23
4541,2012,5.61,1.12
4541,2011,12.71,2.78
4541,2010,4.84,0.81
4541,2009,,0
4542,2016,-9.31,-1.76
4542,2015,-1.79,-0.39
4542,2014,24.37,5.62
4542,2013,27.93,4.93
4542,2012,31.55,4.68
4542,2011,32.88,3.92
4542,2010,0.85,0.08
4542,2009,-3.31,-0.28
4542,2008,2.7,0.24
4542,2007,,0.21
4543,2016,4.21,1.09
4543,2015,7.91,2.06
4543,2014,14.47,3.6
4543,2013,11.5,2.79
4543,2012,10.88,2.39
4543,2011,17.13,3.43
4543,2010,20.87,3.51
4543,2009,6.29,0.93
4543,2008,5.88,0.83
4543,2007,,1.58
4545,2016,12.84,2.96
4545,2015,35.47,7.53
4545,2014,42.75,8.01
4545,2013,27.26,4.25
4545,2012,16.99,3.86
4545,2011,19.29,4.85
4545,2010,25.49,5.1
4545,2009,34.36,5.75
4545,2008,32.4,5.23
4545,2007,,5.64
4549,2016,13.64,4.35
4549,2015,10.82,3.5
4549,2014,19.17,5.68
4549,2013,21.9,5.12
4549,2012,23.6,5.37
4549,2011,19.77,4.19
4549,2010,,4.37
4550,2016,11.96,2.45
4550,2015,7.14,1.34
4550,2014,11.92,2.24
4550,2013,16.35,3.11
4550,2012,21.84,3.95
4550,2011,,3.07
4551,2016,18.27,5.95
4551,2015,11.95,3.74
4551,2014,15.6,4.27
4551,2013,11.91,2.8
4551,2012,8.2,1.65
4551,2011,6.97,2.54
4551,2010,,1.2
4552,2016,25.25,10.8
4552,2015,32.82,10.38
4552,2014,43.93,9.15
4552,2013,82.29,3.53
4552,2012,,9.74
4554,2016,7.95,1.57
4554,2015,14.45,2.32
4554,2014,19.22,2.88
4554,2013,31.62,4.4
4554,2012,32.03,3.44
4554,2011,,5.16
4555,2016,5.13,2.07
4555,2015,9.35,3.89
4555,2014,14.41,5.32
4555,2013,18.64,6.03
4555,2012,29.06,8.22
4555,2011,,9.95
4556,2016,2.08,0.36
4556,2015,5,0.89
4556,2014,8.43,1.3
4556,2013,12.43,1.61
4556,2012,6.57,0.8
4556,2011,,0.99
4557,2016,18.4,7.14
4557,2015,16.96,5.86
4557,2014,22.68,5.68
4557,2013,29.5,5.51
4557,2012,,3.24
4560,2016,13.99,2.55
4560,2015,17.7,2.91
4560,2014,19.52,3.17
4560,2013,,2.67
4562,2016,19.33,2.71
4562,2015,22.86,2.82
4562,2014,56.38,15.31
4562,2013,7.37,0.89
4562,2012,,0.05
4609,2016,0.17,0.02
4609,2015,-4.1,-0.4
4609,2014,-6.96,-0.71
4609,2013,-4.46,-0.47
4609,2012,-8.69,-1
4609,2011,-3.51,-0.43
4609,2010,15.92,2.02
4609,2009,16.79,2.18
4609,2008,33.76,3.72
4609,2007,-16.54,-1.42
4609,2006,-1.72,-0.23
4609,2005,4.1,0.47
4609,2004,0.5,0.05
4609,2003,1.58,0.18
4609,2002,2.62,0.3
4609,2001,6.6,0.77
4609,2000,6.25,0.72
4702,2016,-35.27,-4.09
4702,2015,2.54,0.36
4702,2014,3.89,0.51
4702,2013,-0.13,-0.02
4702,2012,-1.02,-0.14
4702,2011,-51.97,-3.85
4702,2010,-6.62,-0.64
4702,2009,-14.24,-1.54
4702,2008,-7.29,-0.49
4702,2007,-0.81,-0.09
4702,2006,-7.2,-0.58
4702,2005,0.77,0.07
4702,2004,-29.57,-2.94
4702,2003,-11.51,-0.64
4702,2002,-6.4,-0.4
4702,2001,-32.14,-2.34
4702,2000,-19.5,-1.9
4706,2016,12.15,2.11
4706,2015,7.98,1.35
4706,2014,5.8,0.97
4706,2013,7.72,1.27
4706,2012,6.24,1.04
4706,2011,7.87,1.3
4706,2010,8.95,1.42
4706,2009,6.2,0.96
4706,2008,5.71,0.86
4706,2007,4.95,0.73
4706,2006,2.13,0.35
4706,2005,10.97,1.58
4706,2004,4.39,0.62
4706,2003,7.59,1.07
4706,2002,8.84,1.26
4706,2001,7.93,1.13
4706,2000,7.17,1.03
4707,2016,6.6,1.07
4707,2015,5.61,0.94
4707,2014,10.19,0.19
4707,2013,9.31,0.34
4707,2012,9.29,0.34
4707,2011,5.85,0.4
4707,2010,2.21,0.26
4707,2009,0.48,0.31
4707,2008,2.99,1.89
4707,2007,13.41,1.5
4707,2006,-37.81,-1.63
4707,2005,-11.09,0.59
4707,2004,21.83,5.09
4707,2003,29.95,7.8
4707,2002,7.41,1.56
4707,2001,3.18,0.6
4707,2000,-12.46,-2.52
4711,2016,9.55,1.77
4711,2015,4.02,0.72
4711,2014,2.53,0.46
4711,2013,3.5,0.65
4711,2012,4,0.75
4711,2011,5.61,1.02
4711,2010,8.8,1.56
4711,2009,12.07,2.08
4711,2008,6.96,1.17
4711,2007,12.02,1.98
4711,2006,12.96,2.05
4711,2005,10.79,1.6
4711,2004,8.13,1.16
4711,2003,7.17,0.99
4711,2002,5.34,0.74
4711,2001,5.1,0.67
4711,2000,8.92,1.19
4712,2016,-10.63,-1.16
4712,2015,-17.52,-1.24
4712,2014,-25.58,-2.22
4712,2013,-67.11,-4.51
4712,2012,19.67,2.42
4712,2011,26.86,3.16
4712,2010,-10.86,-1.17
4712,2009,-4.75,-0.57
4712,2008,-5.65,-0.7
4712,2007,2.16,0.26
4712,2006,-0.08,-0.61
4712,2005,-5.35,-0.68
4712,2004,5.96,0.79
4712,2003,6.63,0.89
4712,2002,7.58,1
4712,2001,4.5,0.58
4712,2000,6.53,0.81
4714,2016,3.19,0.46
4714,2015,1.94,0.27
4714,2014,2.01,0.29
4714,2013,6.18,0.85
4714,2012,0.5,0.07
4714,2011,7.02,1.09
4714,2010,8.87,1.45
4714,2009,9.81,1.48
4714,2008,4.82,0.67
4714,2007,6.1,0.82
4714,2006,9.74,1.25
4714,2005,-3.47,-0.45
4714,2004,11.43,1.58
4714,2003,17.65,2.43
4714,2002,14.52,1.82
4714,2001,4.31,0.5
4714,2000,8.49,1.03
4716,2016,3.82,0.45
4716,2015,4.75,0.57
4716,2014,4.31,0.51
4716,2013,5.47,0.66
4716,2012,8.37,1.05
4716,2011,10.13,1.27
4716,2010,9.01,1.13
4716,2009,5.28,0.65
4716,2008,2.29,0.27
4716,2007,-2.95,-0.29
4716,2006,3.9,0.55
4716,2005,3.99,0.52
4716,2004,6.25,0.66
4716,2003,2.32,0.24
4716,2002,4.6,0.5
4716,2001,2.11,0.23
4716,2000,6.12,0.65
4720,2016,6.89,0.97
4720,2015,9.57,1.24
4720,2014,8.48,1.1
4720,2013,5.49,0.68
4720,2012,8.07,1.02
4720,2011,6.49,0.81
4720,2010,1.81,0.2
4720,2009,3.53,0.45
4720,2008,4.91,0.61
4720,2007,11.61,1.59
4720,2006,7.49,0.99
4720,2005,3.48,0.45
4720,2004,7.99,1.07
4720,2003,12.58,1.84
4720,2002,11.56,2.05
4720,2001,13.46,2.07
4720,2000,15.44,2.22
4721,2016,12.9,1.89
4721,2015,10.55,1.55
4721,2014,10.67,1.53
4721,2013,7.9,1.08
4721,2012,5.97,0.84
4721,2011,12.33,1.77
4721,2010,19.83,2.75
4721,2009,7.99,1.08
4721,2008,12.52,1.73
4721,2007,16.15,2.21
4721,2006,10.22,1.33
4721,2005,9.76,1.3
4721,2004,29.67,4.12
4721,2003,24.59,3.14
4721,2002,16.73,2.02
4721,2001,12.95,1.48
4721,2000,9.47,1.05
4722,2016,15.96,3.68
4722,2015,18.24,3.94
4722,2014,10.2,2.03
4722,2013,9.16,1.63
4722,2012,14.49,2.5
4722,2011,9.09,1.46
4722,2010,7.9,1.25
4722,2009,4.82,0.74
4722,2008,2.71,0.4
4722,2007,3.4,0.5
4722,2006,4.57,0.72
4722,2005,7.88,1.13
4722,2004,12.08,1.85
4722,2003,10.18,1.58
4722,2002,12.41,1.94
4722,2001,14.56,2.22
4722,2000,4.01,1.82
4725,2016,-11.65,-1.43
4725,2015,-39.41,-6.38
4725,2014,-9.57,-1.97
4725,2013,-9.93,-2.24
4725,2012,-1.27,-0.34
4725,2011,26.25,8
4725,2010,46.94,11.87
4725,2009,8.56,1.57
4725,2008,2.05,0.43
4725,2007,40.76,8.76
4725,2006,13.06,2.08
4725,2005,22.93,3.38
4725,2004,30.01,4.15
4725,2003,22.11,2.69
4725,2002,10.91,1.18
4725,2001,2.09,0.22
4725,2000,12.17,1.32
4726,2016,-11.44,-1.45
4726,2015,-7.17,-1.01
4726,2014,-5.21,-0.79
4726,2013,-9.4,-0.94
4726,2012,-47.59,-1.75
4726,2011,-40.72,-1.48
4726,2010,-40.49,-1.77
4726,2009,-30.6,-1.89
4726,2008,-25.9,-2.11
4726,2007,-19.48,-1.81
4726,2006,-20.54,-1.6
4726,2005,-23.4,-2.19
4726,2004,-24.46,-2.7
4726,2003,-11.32,-0.93
4726,2002,-24.37,-1.17
4726,2001,,-1.96
4728,2016,0.31,0.03
4728,2015,-7.26,-0.81
4728,2014,2.99,0.37
4728,2013,7.27,0.88
4728,2012,2.7,0.3
4728,2011,11.74,1.23
4728,2010,8.77,0.56
4728,2009,-12.22,-0.25
4728,2008,-51.86,-0.91
4728,2007,-81.87,-1.37
4728,2006,-122.27,-2.47
4728,2005,-82.21,-2.56
4728,2004,-73.64,-2.7
4728,2003,-37.59,-2.11
4728,2002,-47.98,-4.67
4728,2001,,-0.6
4729,2016,12.64,1.78
4729,2015,2.4,0.09
4729,2014,-0.86,-0.85
4729,2013,-40.87,-7.63
4729,2012,-18.68,-4.72
4729,2011,-12.49,-2.78
4729,2010,3.03,0.98
4729,2009,-22.88,-4.93
4729,2008,6,1.5
4729,2007,21.14,3.54
4729,2006,22.11,1.79
4729,2005,,1.8
4735,2016,19.17,2.48
4735,2015,16.05,1.97
4735,2014,8.08,0.91
4735,2013,-9.35,-1.09
4735,2012,-7.63,-0.87
4735,2011,-8.28,-1.05
4735,2010,5.03,0.72
4735,2009,18.5,2.31
4735,2008,-10.82,-1.31
4735,2007,0.77,0.14
4735,2006,5.64,0.82
4735,2005,13.31,1.85
4735,2004,8.16,1.07
4735,2003,16.91,2.7
4735,2002,2.85,0.18
4735,2001,10.7,0.98
4735,2000,-19.7,-2.16
4736,2016,16.76,6.56
4736,2015,16.17,6.45
4736,2014,17.94,6.61
4736,2013,15.78,5.42
4736,2012,6.96,2.56
4736,2011,8.57,3.4
4736,2010,9.93,3.62
4736,2009,28.06,9.22
4736,2008,38,8.74
4736,2007,55.37,11.81
4736,2006,54.05,9.87
4736,2005,38.57,5.98
4736,2004,7.75,1.06
4736,2003,,1.12
4737,2016,6.97,2.82
4737,2015,5.08,1.91
4737,2014,4.49,1.22
4737,2013,8.71,2.05
4737,2012,3.27,0.78
4737,2011,17.05,4.08
4737,2010,16.42,3.75
4737,2009,23.52,3.86
4737,2008,14.47,2.21
4737,2007,5.03,0.51
4737,2006,-58.49,-3.66
4737,2005,-203.13,-8.03
4737,2004,-144.69,-5.47
4737,2003,,-1.97
4739,2016,9.82,3.01
4739,2015,7.42,1.71
4739,2014,11.42,3.62
4739,2013,1.09,0.28
4739,2012,1.72,0.03
4739,2011,9.52,1.81
4739,2010,10.91,2.64
4739,2009,7.19,1.49
4739,2008,7.48,1.28
4739,2007,23.42,3.4
4739,2006,16.13,2.09
4739,2005,-0.59,-0.07
4739,2004,25.96,4.01
4739,2003,,4.45
4741,2016,14.16,3.61
4741,2015,19.16,4.79
4741,2014,24.24,5.61
4741,2013,24.04,5.04
4741,2012,25.39,4.68
4741,2011,13.85,2.58
4741,2010,21.33,3.95
4741,2009,17.32,3.25
4741,2008,17.39,3.18
4741,2007,22.83,4.07
4741,2006,32.05,4.22
4741,2005,106.85,29.99
4741,2004,,3.08
4743,2016,-0.54,-0.07
4743,2015,-3.96,-0.5
4743,2014,10.24,1.31
4743,2013,14.71,2.16
4743,2012,-1.98,-0.21
4743,2011,1.14,0.13
4743,2010,0.09,0.01
4743,2009,0.75,0.11
4743,2008,,0.57
4745,2016,10.5,3.05
4745,2015,20.45,6.04
4745,2014,21.77,5.7
4745,2013,26.89,5.1
4745,2012,26.08,3.81
4745,2011,9.61,1.17
4745,2010,2.14,0.24
4745,2009,3.77,0.44
4745,2008,5.98,0.7
4745,2007,5.26,0.58
4745,2006,,1.33
4746,2016,12.78,5.5
4746,2015,8.69,3.32
4746,2014,9.46,3.11
4746,2013,-3.32,-0.97
4746,2012,0.28,0.07
4746,2011,14.12,3.49
4746,2010,18.1,4.08
4746,2009,19.08,3.85
4746,2008,27.6,4.91
4746,2007,27.52,4
4746,2006,23.81,3.13
4746,2005,23.14,3.04
4746,2004,,2.37
4747,2016,7.67,2.11
4747,2015,8.53,2.1
4747,2014,11.74,2.77
4747,2013,13.7,3.24
4747,2012,13.18,2.71
4747,2011,11.61,2.46
4747,2010,7.13,1.51
4747,2009,5.32,1.13
4747,2008,5.94,1.28
4747,2007,7.84,1.63
4747,2006,6.08,1.42
4747,2005,6.45,1.51
4747,2004,,1.6
4754,2016,21.51,3.32
4754,2015,20.55,2.6
4754,2014,12.51,1.42
4754,2013,13.08,1.38
4754,2012,4.57,0.52
4754,2011,11.81,1.35
4754,2010,6.44,0.71
4754,2009,6.02,0.68
4754,2008,11.31,1.22
4754,2007,,2.37
4755,2016,10.78,3.18
4755,2015,8.19,2.27
4755,2014,6.2,1.63
4755,2013,6.23,1.62
4755,2012,13.32,2.96
4755,2011,11.33,2.2
4755,2010,6.93,1.37
4755,2009,,0.42
4763,2016,20.84,6.17
4763,2015,25.13,6.33
4763,2014,37.24,5.6
4763,2013,20.58,2.02
4763,2012,,0.57
4764,2016,22.89,5.25
4764,2015,25.23,6.96
4764,2014,48.74,10.58
4764,2013,,11.32
4803,2016,21.54,7.01
4803,2015,14.77,4.13
4803,2014,15.49,3.8
4803,2013,47.77,3.94
4803,2012,,1.89
